"concept_id","source_type","source_name","field_name","raw_metadata","description"
pampers_trans_detail_fact_product_real_amount,EVENT,产品实付金额,product_real_amount,"{""desc"": ""产品实付金额"", ""type"": ""Double""}","这是一个来源为EVENT，名为""产品实付金额""的下的属性字段，名为product_real_amount。它的含义是""产品实付金额""。可选值为：无"
pampers_trans_detail_fact_fiscal_year,EVENT,财年,fiscal_year,"{""desc"": ""财年"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""财年""的下的属性字段，名为fiscal_year。它的含义是""财年""。可选值为：FY1415,FY1516,FY1617,FY1819,FY1920,FY2021,FY2122,FY2223,FY2324,FY2425,FY2526"
pampers_trans_detail_fact_is_full_refund,EVENT,产品是否全退,is_full_refund,"{""desc"": ""产品是否全退"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品是否全退""的下的属性字段，名为is_full_refund。它的含义是""产品是否全退""。可选值为：否,是"
pampers_trans_detail_fact_key_sku_desc,EVENT,产品系列喜好,key_sku_desc,"{""desc"": ""产品系列喜好"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品系列喜好""的下的属性字段，名为key_sku_desc。它的含义是""产品系列喜好""。可选值为：N/A,Others,Pro-X,Red,Tone"
pampers_trans_detail_fact_demand_plan_level_3_name_en,EVENT,明星产品类型,demand_plan_level_3_name_en,"{""desc"": ""明星产品类型"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""明星产品类型""的下的属性字段，名为demand_plan_level_3_name_en。它的含义是""明星产品类型""。可选值为：Affordable Mainline Taped,BAR,Baymax Pants,Baymax Taped,BEADS,Botox LWB,Crest 3D White,Crest Brilliance,Crest Expert,Crest Kids Paste,Crest MOC,Crest Rinse,Crest Value,Crest Whitelock,Eden,Eden Mini/Liner,Febreze,Fusion,Gold Cotton,Green,Growth Work,H&S Base Line,H&S CAD,H&S KSM Scalp Care,H&S Nilsil,H&S Perfume,HR Fuji,Ichiban Pants,Ichiban Plus Taped,Ichiban Sensitive Pants,Ichiban Sensitive Taped,Ichiban Soft Kitten Taped,Ichiban Taped,Ivory Base,Ivory Cotton,Ivory Sensitive,Koala base,Labs Aurora,LIQ,Luxury Taped,Mach 3,Mainline Pants,Mainline Taped,Masstige Pants,Masstige Taped,MHR Consumable,N/A,Olay Aladin,Olay Alps,Olay Glamour 1,Olay Glamour 2,Olay I others,Olay II,Olay Macaron,Olay Marseille,Olay Reload,Oral-B Floss,Oral-B Handle,Oral-B MOC,Oral-B Paste,Oral-B Refill,Oral-B Rinse,OVN Base,OVN Pants,OVN Taped,Pants,Pants SP,Peach,Petal soft skin foam detergent,Pink Mini/Liner,Pink Slim,Pink SP,Pink SP Mini/Liner,Pink Teens,Pink Ultra,PNT 3MM,PNT Base Line,Premium Pants,Premium Taped,Prestige OVN Pant"
pampers_trans_detail_fact_refund_qty,EVENT,退货数量,refund_qty,"{""desc"": ""退货数量"", ""type"": ""Int""}","这是一个来源为EVENT，名为""退货数量""的下的属性字段，名为refund_qty。它的含义是""退货数量""。可选值为：无"
pampers_trans_detail_fact_product_actual_qty,EVENT,刨除退单后商品数量,product_actual_qty,"{""desc"": ""刨除退单后商品数量"", ""type"": ""Int""}","这是一个来源为EVENT，名为""刨除退单后商品数量""的下的属性字段，名为product_actual_qty。它的含义是""刨除退单后商品数量""。可选值为：无"
pampers_trans_detail_fact_product_refund_amount,EVENT,退单金额,product_refund_amount,"{""desc"": ""退单金额"", ""type"": ""Double""}","这是一个来源为EVENT，名为""退单金额""的下的属性字段，名为product_refund_amount。它的含义是""退单金额""。可选值为：无"
pampers_trans_detail_fact_product_actual_payment,EVENT,产品退后实付金额,product_actual_payment,"{""desc"": ""产品退后实付金额"", ""type"": ""Double""}","这是一个来源为EVENT，名为""产品退后实付金额""的下的属性字段，名为product_actual_payment。它的含义是""产品退后实付金额""。可选值为：无"
pampers_trans_detail_fact_variant_en_all,EVENT,产品系列（全）,variant_en_all,"{""desc"": ""产品系列（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品系列（全）""的下的属性字段，名为variant_en_all。它的含义是""产品系列（全）""。可选值为：2 in 1 Jasmine,2 in 1 Lavender,3D White,3MM Jasmine,3MM Milky,3MM TDC,4 in 1,Adult MOC,Adult OR Refill,Adv Expert,Affordable Mainline,Air Freshener,Alps,Anti-mite Lav,Antimite,B3 Essence,B3 Essence Reload,Base Line,Baymax,BERRY FLOWER,Blossom,Classic,Classic Fragrance,Clean & Hydration,Cleansing and oil control,Color,Color Perm,Cotton Soap,Cross Action-Pro Health,CW,CW-Color,CW-LEM,Detox Acne,Detox Foaming,Detox Kapa,Detox Liquid,Disinfectant,Eden,Eden Mini,Essential Oil Nourishing smooth,Expert,Fabric Fresheners,Flora Freya,Floss,Forest,Fortify Care,Freesia,Fresh Freya,Fusion Base,Fusion Proglide,Fusion Proshield,Ginseng Nourishing Repair,Gold Cotton,Green,Green Cotton,Hair & Body 2 in 1,Health Fresh,Health Moisture,Hyaluronic Acid,Hydrated Nourishment,Hydrating,Hydration,Hygeia,Ichiban,Ichiban Plus,Ichiban Sensitive,Ichiban Soft Kitten,Icy Oil,Intensive Cleansing,Itchy Pamering,Ivory Base,Ivory Cotton,Ivory Sensitive,Kids Anti-Sugar,Kids Handle,Kids QiaoHu,Kids QiaoHu Base,Kids QiaoHu MP,Kids Super Wing,Koa"
pampers_trans_detail_fact_demand_plan_level_3_name_en_all,EVENT,明星产品类型（全）,demand_plan_level_3_name_en_all,"{""desc"": ""明星产品类型（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""明星产品类型（全）""的下的属性字段，名为demand_plan_level_3_name_en_all。它的含义是""明星产品类型（全）""。可选值为：Affordable Mainline Taped,BAR,Baymax Pants,Baymax Taped,BEADS,Botox LWB,Crest 3D White,Crest Brilliance,Crest Expert,Crest Kids Paste,Crest MOC,Crest Rinse,Crest Value,Crest Whitelock,Eden,Eden Mini/Liner,Febreze,Fusion,Gold Cotton,Green,Growth Work,H&S Base Line,H&S CAD,H&S KSM Scalp Care,H&S Nilsil,H&S Perfume,HR Fuji,Ichiban Pants,Ichiban Plus Taped,Ichiban Sensitive Pants,Ichiban Sensitive Taped,Ichiban Soft Kitten Taped,Ichiban Taped,Ivory Base,Ivory Cotton,Ivory Sensitive,Koala base,Labs Aurora,LIQ,Luxury Taped,Mach 3,Mainline Pants,Mainline Taped,Masstige Pants,Masstige Taped,MHR Consumable,N/A,Olay Aladin,Olay Alps,Olay Glamour 1,Olay Glamour 2,Olay I others,Olay II,Olay Macaron,Olay Marseille,Olay Reload,Oral-B Floss,Oral-B Handle,Oral-B MOC,Oral-B Paste,Oral-B Refill,Oral-B Rinse,OVN Base,OVN Pants,OVN Taped,Pants,Pants SP,Peach,Petal soft skin foam detergent,Pink Mini/Liner,Pink Slim,Pink SP,Pink SP Mini/Liner,Pink Teens,Pink Ultra,PNT 3MM,PNT Base Line,Premium Pants,Premium Taped,Prestige OVN Pant"
pampers_trans_detail_fact_key_sku_desc_all,EVENT,产品系列喜好（全）,key_sku_desc_all,"{""desc"": ""产品系列喜好（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品系列喜好（全）""的下的属性字段，名为key_sku_desc_all。它的含义是""产品系列喜好（全）""。可选值为：N/A,Others,Pro-X,Red,Tone"
pampers_trans_detail_fact_product_form_en_all,EVENT,产品类型（全）,product_form_en_all,"{""desc"": ""产品类型（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""产品类型（全）""的下的属性字段，名为product_form_en_all。它的含义是""产品类型（全）""。可选值为：Accessory,Air Care,Bar,Beads,Blades,Body Lotion,Cleanser,Conditioner,Cotton Soap,Cream,Dry Wipes,Essence,Eye,FBW,Fem Pants,FHS,Floss,Foam Detergent,Foamy,LBW,LHS,LIQ,Liquid Soap,Mix,Moc,N/A,Pads,Pantiliner,Pants,Paste,POC,Pods,Pre-essence,PWD,Razor,Rinse,Sanitizer,Shampoo,Tampons,Taped,Toner,Treatment,UW Liq,Waterless,Wet Wipes,Wipes,X-Product-Form"
pampers_trans_detail_fact_category_cn_all,EVENT,所属品类（全）,category_cn_all,"{""desc"": ""所属品类（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""所属品类（全）""的下的属性字段，名为category_cn_all。它的含义是""所属品类（全）""。可选值为：个人清洁,剃须护理,口腔护理,妇女卫生,婴儿护理,家居护理,小家电,护肤品类,洗发护发,织物护理"
pampers_trans_detail_fact_category_2_cn_all,EVENT,所属二级品类（全）,category_2_cn_all,"{""desc"": ""所属二级品类（全）"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""所属二级品类（全）""的下的属性字段，名为category_2_cn_all。它的含义是""所属二级品类（全）""。可选值为：无"
pampers_trans_detail_fact_transaction_datetime,EVENT,交易时间,transaction_datetime,"{""desc"": ""交易时间"", ""type"": ""Date""}","这是一个来源为EVENT，名为""交易时间""的下的属性字段，名为transaction_datetime。它的含义是""交易时间""。可选值为：无"
pampers_trans_detail_fact_s_member_id,EVENT,会员唯一ID,s_member_id,"{""desc"": ""会员唯一ID"", ""type"": ""String""}","这是一个来源为EVENT，名为""会员唯一ID""的下的属性字段，名为s_member_id。它的含义是""会员唯一ID""。可选值为：无"
pampers_trans_detail_fact_size_segment,EVENT,size_segment,size_segment,"{""desc"": ""size_segment"", ""type"": ""String""}","这是一个来源为EVENT，名为""size_segment""的下的属性字段，名为size_segment。它的含义是""size_segment""。可选值为：无"
pampers_trans_detail_fact_is_delete,EVENT,是否删单,is_delete,"{""desc"": ""是否删单"", ""type"": ""Enum""}","这是一个来源为EVENT，名为""是否删单""的下的属性字段，名为is_delete。它的含义是""是否删单""。可选值为：删除,正常"
pampers_customer_s_member_id,PROFILE,会员唯一ID,s_member_id,"{""desc"": ""会员唯一ID"", ""type"": ""String""}","这是一个来源为PROFILE，名为""会员唯一ID""的下的属性字段，名为""s_member_id""。它的含义是""会员唯一ID""。可选值为：无"
pampers_customer_one_id,PROFILE,PG_oneid,one_id,"{""desc"": ""PG_oneid"", ""type"": ""String""}","这是一个来源为PROFILE，名为""PG_oneid""的下的属性字段，名为""one_id""。它的含义是""PG_oneid""。可选值为：无"
pampers_customer_member_id,PROFILE,会员ID,member_id,"{""desc"": ""会员ID"", ""type"": ""String""}","这是一个来源为PROFILE，名为""会员ID""的下的属性字段，名为""member_id""。它的含义是""会员ID""。可选值为：无"
pampers_customer_name,PROFILE,会员姓名,name,"{""desc"": ""会员姓名"", ""type"": ""String""}","这是一个来源为PROFILE，名为""会员姓名""的下的属性字段，名为""name""。它的含义是""会员姓名""。可选值为：无"
pampers_customer_birthday,PROFILE,生日,birthday,"{""desc"": ""生日"", ""type"": ""String""}","这是一个来源为PROFILE，名为""生日""的下的属性字段，名为""birthday""。它的含义是""生日""。可选值为：无"
pampers_customer_ma_mobile,PROFILE,手机号,ma_mobile,"{""desc"": ""手机号"", ""type"": ""String""}","这是一个来源为PROFILE，名为""手机号""的下的属性字段，名为""ma_mobile""。它的含义是""手机号""。可选值为：无"
pampers_customer_mobile_status,PROFILE,是否明文手机号,mobile_status,"{""desc"": ""是否明文手机号"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""是否明文手机号""的下的属性字段，名为""mobile_status""。它的含义是""是否明文手机号""。可选值为：无"
pampers_customer_unionid,PROFILE,UnionID,unionid,"{""desc"": ""UnionID"", ""type"": ""String""}","这是一个来源为PROFILE，名为""UnionID""的下的属性字段，名为""unionid""。它的含义是""UnionID""。可选值为：无"
pampers_customer_tier,PROFILE,会员等级,tier,"{""desc"": ""会员等级"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员等级""的下的属性字段，名为""tier""。它的含义是""会员等级""。可选值为：无"
pampers_customer_tier_expiry_date,PROFILE,当前等级到期日期_MA勿用,tier_expiry_date,"{""desc"": ""当前等级到期日期_MA勿用"", ""type"": ""Date""}","这是一个来源为PROFILE，名为""当前等级到期日期_MA勿用""的下的属性字段，名为""tier_expiry_date""。它的含义是""当前等级到期日期_MA勿用""。可选值为：无"
pampers_customer_tier_join_date,PROFILE,当前等级加入日期,tier_join_date,"{""desc"": ""当前等级加入日期"", ""type"": ""Date""}","这是一个来源为PROFILE，名为""当前等级加入日期""的下的属性字段，名为""tier_join_date""。它的含义是""当前等级加入日期""。可选值为：无"
pampers_customer_loyalty_point,PROFILE,会员积分余额_MA勿用,loyalty_point,"{""desc"": ""会员积分余额_MA勿用"", ""type"": ""Int""}","这是一个来源为PROFILE，名为""会员积分余额_MA勿用""的下的属性字段，名为""loyalty_point""。它的含义是""会员积分余额_MA勿用""。可选值为：无"
pampers_customer_life_time_point,PROFILE,会员累计获得积分_MA勿用,life_time_point,"{""desc"": ""会员累计获得积分_MA勿用"", ""type"": ""Int""}","这是一个来源为PROFILE，名为""会员累计获得积分_MA勿用""的下的属性字段，名为""life_time_point""。它的含义是""会员累计获得积分_MA勿用""。可选值为：无"
pampers_customer_province_id,PROFILE,会员注册省份,province_id,"{""desc"": ""会员注册省份"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册省份""的下的属性字段，名为""province_id""。它的含义是""会员注册省份""。可选值为：无"
pampers_customer_city_id,PROFILE,会员注册城市,city_id,"{""desc"": ""会员注册城市"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册城市""的下的属性字段，名为""city_id""。它的含义是""会员注册城市""。可选值为：无"
pampers_customer_mobile_contact_sms_status,PROFILE,短信联系状态,mobile_contact_sms_status,"{""desc"": ""短信联系状态"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""短信联系状态""的下的属性字段，名为""mobile_contact_sms_status""。它的含义是""短信联系状态""。可选值为：无"
pampers_customer_reg_date,PROFILE,会员注册日期,reg_date,"{""desc"": ""会员注册日期"", ""type"": ""Date""}","这是一个来源为PROFILE，名为""会员注册日期""的下的属性字段，名为""reg_date""。它的含义是""会员注册日期""。可选值为：无"
pampers_customer_reg_brand_id,PROFILE,会员注册来源品牌,reg_brand_id,"{""desc"": ""会员注册来源品牌"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源品牌""的下的属性字段，名为""reg_brand_id""。它的含义是""会员注册来源品牌""。可选值为：无"
pampers_customer_reg_source_channel_id,PROFILE,会员注册来源渠道,reg_source_channel_id,"{""desc"": ""会员注册来源渠道"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源渠道""的下的属性字段，名为""reg_source_channel_id""。它的含义是""会员注册来源渠道""。可选值为：无"
pampers_customer_reg_store_id,PROFILE,会员注册来源门店,reg_store_id,"{""desc"": ""会员注册来源门店"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源门店""的下的属性字段，名为""reg_store_id""。它的含义是""会员注册来源门店""。可选值为：无"
pampers_customer_reg_source,PROFILE,会员注册来源名称,reg_source,"{""desc"": ""会员注册来源名称"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源名称""的下的属性字段，名为""reg_source""。它的含义是""会员注册来源名称""。可选值为：无"
pampers_customer_reg_customer,PROFILE,会员注册来源客户,reg_customer,"{""desc"": ""会员注册来源客户"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源客户""的下的属性字段，名为""reg_customer""。它的含义是""会员注册来源客户""。可选值为：无"
pampers_customer_age_agr,PROFILE,年龄段,age_agr,"{""desc"": ""年龄段"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""年龄段""的下的属性字段，名为""age_agr""。它的含义是""年龄段""。可选值为：无"
pampers_customer_gender_agr,PROFILE,性别,gender_agr,"{""desc"": ""性别"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""性别""的下的属性字段，名为""gender_agr""。它的含义是""性别""。可选值为：无"
pampers_customer_s_member_id,PROFILE,会员唯一ID,s_member_id,"{""desc"": ""会员唯一ID"", ""type"": ""String""}","这是一个来源为PROFILE，名为""会员唯一ID""的下的属性字段，名为""s_member_id""。它的含义是""会员唯一ID""。可选值为：无"
pampers_customer_one_id,PROFILE,PG_oneid,one_id,"{""desc"": ""PG_oneid"", ""type"": ""String""}","这是一个来源为PROFILE，名为""PG_oneid""的下的属性字段，名为""one_id""。它的含义是""PG_oneid""。可选值为：无"
pampers_customer_member_id,PROFILE,会员ID,member_id,"{""desc"": ""会员ID"", ""type"": ""String""}","这是一个来源为PROFILE，名为""会员ID""的下的属性字段，名为""member_id""。它的含义是""会员ID""。可选值为：无"
pampers_customer_name,PROFILE,会员姓名,name,"{""desc"": ""会员姓名"", ""type"": ""String""}","这是一个来源为PROFILE，名为""会员姓名""的下的属性字段，名为""name""。它的含义是""会员姓名""。可选值为：无"
pampers_customer_birthday,PROFILE,生日,birthday,"{""desc"": ""生日"", ""type"": ""String""}","这是一个来源为PROFILE，名为""生日""的下的属性字段，名为""birthday""。它的含义是""生日""。可选值为：无"
pampers_customer_ma_mobile,PROFILE,手机号,ma_mobile,"{""desc"": ""手机号"", ""type"": ""String""}","这是一个来源为PROFILE，名为""手机号""的下的属性字段，名为""ma_mobile""。它的含义是""手机号""。可选值为：无"
pampers_customer_mobile_status,PROFILE,是否明文手机号,mobile_status,"{""desc"": ""是否明文手机号"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""是否明文手机号""的下的属性字段，名为""mobile_status""。它的含义是""是否明文手机号""。可选值为：否,是"
pampers_customer_unionid,PROFILE,UnionID,unionid,"{""desc"": ""UnionID"", ""type"": ""String""}","这是一个来源为PROFILE，名为""UnionID""的下的属性字段，名为""unionid""。它的含义是""UnionID""。可选值为：无"
pampers_customer_tier,PROFILE,会员等级,tier,"{""desc"": ""会员等级"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员等级""的下的属性字段，名为""tier""。它的含义是""会员等级""。可选值为：DEFAULT,ML_PAMPERS_2,ML_PAMPERS_3,ML_PAMPERS_4,ML_PAMPERS_DEFAULT"
pampers_customer_tier_expiry_date,PROFILE,当前等级到期日期_MA勿用,tier_expiry_date,"{""desc"": ""当前等级到期日期_MA勿用"", ""type"": ""Date""}","这是一个来源为PROFILE，名为""当前等级到期日期_MA勿用""的下的属性字段，名为""tier_expiry_date""。它的含义是""当前等级到期日期_MA勿用""。可选值为：无"
pampers_customer_tier_join_date,PROFILE,当前等级加入日期,tier_join_date,"{""desc"": ""当前等级加入日期"", ""type"": ""Date""}","这是一个来源为PROFILE，名为""当前等级加入日期""的下的属性字段，名为""tier_join_date""。它的含义是""当前等级加入日期""。可选值为：无"
pampers_customer_loyalty_point,PROFILE,会员积分余额_MA勿用,loyalty_point,"{""desc"": ""会员积分余额_MA勿用"", ""type"": ""Int""}","这是一个来源为PROFILE，名为""会员积分余额_MA勿用""的下的属性字段，名为""loyalty_point""。它的含义是""会员积分余额_MA勿用""。可选值为：无"
pampers_customer_life_time_point,PROFILE,会员累计获得积分_MA勿用,life_time_point,"{""desc"": ""会员累计获得积分_MA勿用"", ""type"": ""Int""}","这是一个来源为PROFILE，名为""会员累计获得积分_MA勿用""的下的属性字段，名为""life_time_point""。它的含义是""会员累计获得积分_MA勿用""。可选值为：无"
pampers_customer_province_id,PROFILE,会员注册省份,province_id,"{""desc"": ""会员注册省份"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册省份""的下的属性字段，名为""province_id""。它的含义是""会员注册省份""。可选值为：北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区,台湾省,香港,澳门"
pampers_customer_city_id,PROFILE,会员注册城市,city_id,"{""desc"": ""会员注册城市"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册城市""的下的属性字段，名为""city_id""。它的含义是""会员注册城市""。可选值为：北京市,天津市,石家庄市,唐山市,秦皇岛市,邯郸市,邢台市,保定市,定州市,张家口市,承德市,沧州市,廊坊市,衡水市,太原市,大同市,阳泉市,长治市,晋城市,朔州市,晋中市,运城市,忻州市,临汾市,吕梁市,呼和浩特市,包头市,乌海市,赤峰市,通辽市,鄂尔多斯市,呼伦贝尔市,巴彦淖尔市,乌兰察布市,兴安盟,锡林郭勒盟,阿拉善盟,沈阳市,大连市,鞍山市,抚顺市,本溪市,丹东市,锦州市,营口市,阜新市,辽阳市,盘锦市,铁岭市,朝阳市,葫芦岛市,长春市,吉林市,四平市,辽源市,通化市,白山市,松原市,白城市,延边朝鲜族自治州,哈尔滨市,齐齐哈尔市,鸡西市,鹤岗市,双鸭山市,大庆市,伊春市,佳木斯市,七台河市,牡丹江市,黑河市,绥化市,大兴安岭地区,上海市,南京市,无锡市,徐州市,常州市,苏州市,南通市,连云港市,淮安市,盐城市,扬州市,镇江市,泰州市,宿迁市,杭州市,宁波市,温州市,嘉兴市,湖州市,绍"
pampers_customer_mobile_contact_sms_status,PROFILE,短信联系状态,mobile_contact_sms_status,"{""desc"": ""短信联系状态"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""短信联系状态""的下的属性字段，名为""mobile_contact_sms_status""。它的含义是""短信联系状态""。可选值为：否,是"
pampers_customer_reg_date,PROFILE,会员注册日期,reg_date,"{""desc"": ""会员注册日期"", ""type"": ""Date""}","这是一个来源为PROFILE，名为""会员注册日期""的下的属性字段，名为""reg_date""。它的含义是""会员注册日期""。可选值为：无"
pampers_customer_reg_brand_id,PROFILE,会员注册来源品牌,reg_brand_id,"{""desc"": ""会员注册来源品牌"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源品牌""的下的属性字段，名为""reg_brand_id""。它的含义是""会员注册来源品牌""。可选值为：Pampers(Pampers)"
pampers_customer_reg_source_channel_id,PROFILE,会员注册来源渠道,reg_source_channel_id,"{""desc"": ""会员注册来源渠道"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源渠道""的下的属性字段，名为""reg_source_channel_id""。它的含义是""会员注册来源渠道""。可选值为：WECHAT,WECHAT_MINI_PROGRAM,WEIBO,WECONNECT,DOUYIN,VIP,EXTERNAL_APP_WEBSITE,INSTORE,JD,TMALL,WEBSITE"
pampers_customer_reg_store_id,PROFILE,会员注册来源门店,reg_store_id,"{""desc"": ""会员注册来源门店"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源门店""的下的属性字段，名为""reg_store_id""。它的含义是""会员注册来源门店""。可选值为：帮宝适京东自营官方旗舰店(JD),Olay官方旗舰店(TMALL),帮宝适官方旗舰店(TMALL)"
pampers_customer_reg_source,PROFILE,会员注册来源名称,reg_source,"{""desc"": ""会员注册来源名称"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源名称""的下的属性字段，名为""reg_source""。它的含义是""会员注册来源名称""。可选值为：ADORABLE_STAR_SUMMONS,APTAMIL,BABY_CARE,BABYTREE_BBT_PANTS_TC,BABYTREE_BBT_TAPE_TC,BABYTREE_PC_ BABYTREE_TRIAL,BABYTREE_PC_BABYTREE,BABYTREE_PC_BABYTREE_TRIAL,BABYTREE_PC_BABYTREE_TRIAL_MT,BABYTREE-BBT,BABYTREE-BBT_MT,BABYTREE-BBT_PANTS,BABYTREE-BBT_TAPE,BAOBAO-BAOBAO,BAOBAO-BAOBAO_TAPE,BBS_INSTORE,BBS_ISA,BBS_ISA_PANTS,BBS_MATERNITY_HOTELS_TRIAL,BBS_OLYMPIC,BBS_WECHAT_ENTERPRISE_WECHAT,BRAND_SHOP,BV_DEARBABY_DEARBABY_PANTS_TC,BV_DEARBABY_PANTS_TC,BV_DEARBABY_TAPE_TC,BV_MMBANG_MMBANG_PANTS_TC,BV_MMBANG_MMBANG_TAPE_TC,BV_TALKING_BELLY,BV_TRIAL_PANTS_MAMA,BV_TRIAL_TAPE_MAMA,CI123_PC_CI123,CI123-CI123,CI123-CI123_PANTS,CI123-CI123_TAPE,Cloud_Code,CONFINEMENT_CENTER_MATERNITY_HOTELS_TRIAL_FEEDINGASSISTANTCENTER,CONFINEMENT_CENTER_PURE_EXPERIENCE_OFFICER,CONFINEMENT_CENTER_WECHAT_APPLET_MATERNITY_HOTELS,CUTE_MOUSE_POSE,DEARBABY_DEARBABY_TAPE_TC,DEARBABY-DEARBABY,DEARBABY-DEARBABY_PANTS,DEARBABY-DEARBABY_TAPE,DOUYIN,DPB_BBS,DPB_Non-BBS,DTC,FAMILY_PHOTO,GIRL_BOX,HAPPY_GROWTH_UGC,INSTORE_BBS_LEVEL_PANTS_TC,INSTORE_BB"
pampers_customer_reg_customer,PROFILE,会员注册来源客户,reg_customer,"{""desc"": ""会员注册来源客户"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""会员注册来源客户""的下的属性字段，名为""reg_customer""。它的含义是""会员注册来源客户""。可选值为：AEON,ALI,AUSSIE,BBS,BJHL,BUBUGAO,CF,CRV,DG_JIARONG,HUAN,JD,JIAJIAYUE,JINKELONG,LA,LEYOU,MANNINGS,METRO,OUYA,PG,RRL,SAMS,SC_DEHUI,SC_JIXUAN,SZ_BAIJIAHUA,TIANHONG,TIANHUIBAIHUI,VIP,WANHE,WATSONS,WUMART,YIJIAYI,YONGHUI"
pampers_customer_age_agr,PROFILE,年龄段,age_agr,"{""desc"": ""年龄段"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""年龄段""的下的属性字段，名为""age_agr""。它的含义是""年龄段""。可选值为：18-24岁,25-29岁,30-34岁,35-39岁,40-44岁,40-49岁,45-49岁,50-54岁,50岁及以上,55-59岁,60-64岁,65-69岁,70+岁,U"
pampers_customer_gender_agr,PROFILE,性别,gender_agr,"{""desc"": ""性别"", ""type"": ""Enum""}","这是一个来源为PROFILE，名为""性别""的下的属性字段，名为""gender_agr""。它的含义是""性别""。可选值为：女,男,未知"
